Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
EstevÃ£o Candeira,25,Brazil,72,72,AssociaÃ§Ã£o AtlÃ©tica Ponte Preta,CB,50,71,68,48,57,50,65,71,57,68,48,51,52,48,63,50,65,71,57,68,48,51,52,48,63,52
A. FaurlÃ­n,30,Argentina,72,72,Cruz Azul,CM,66,70,71,63,70,66,65,70,70,71,63,63,63,62,65,66,65,70,70,71,63,63,63,62,65,63
C. Campestrini,37,Argentina,72,72,Chacarita Juniors,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Harbaoui,32,Tunisia,72,72,RSC Anderlecht,ST,66,45,48,68,60,66,46,45,60,48,68,65,71,67,48,66,46,45,60,48,68,65,71,67,48,71
Javi Guerra,35,Spain,72,72,Rayo Vallecano,ST,66,52,53,68,62,66,53,52,62,53,68,65,71,66,54,66,53,52,62,53,68,65,71,66,54,71
A. Mena,29,Ecuador,72,72,Cruz Azul,RM,72,49,57,72,68,72,60,49,68,57,72,72,69,72,62,72,60,49,68,57,72,72,69,72,62,69
RubÃ©n Duarte,21,Spain,72,78,Deportivo AlavÃ©s,LB,55,70,67,54,58,55,71,70,58,67,54,60,53,57,71,55,71,70,58,67,54,60,53,57,71,53
P. Karlsson,31,Sweden,72,72,AIK Solna,CB,48,71,63,48,51,48,67,71,51,63,48,50,50,49,64,48,67,71,51,63,48,50,50,49,64,50
Jairinhazo,29,Brazil,72,72,GrÃªmio Foot-Ball Porto Alegrense,CM,71,49,58,68,67,71,57,49,67,58,68,72,61,71,61,71,57,49,67,58,68,72,61,71,61,61
P. Arajuuri,29,Finland,72,72,BrÃ¸ndby IF,CB,44,71,65,43,52,44,60,71,52,65,43,45,47,41,58,44,60,71,52,65,43,45,47,41,58,47
Ãlex FernÃ¡ndez,24,Spain,72,77,CÃ¡diz C.F.,CM,69,64,71,66,72,69,67,64,72,71,66,68,60,67,69,69,67,64,72,71,66,68,60,67,69,60
Y. Bodiger,22,France,72,79,Toulouse FC,CM,64,70,71,63,68,64,68,70,68,71,63,64,62,63,68,64,68,70,68,71,63,64,62,63,68,62
JessÃ© Ledeiro,29,Brazil,72,72,Fluminense Football Club,CF,71,50,60,70,71,71,58,50,71,60,70,72,65,70,62,71,58,50,71,60,70,72,65,70,62,65
GonÃ§alo,30,Portugal,72,72,CD Aves,CDM,61,72,71,60,66,61,68,72,66,71,60,61,60,59,67,61,68,72,66,71,60,61,60,59,67,60
DÃ­dac VilÃ ,28,Spain,72,72,RCD Espanyol,LB,61,72,69,62,64,61,71,72,64,69,62,65,60,63,71,61,71,72,64,69,62,65,60,63,71,60
T. Xhaka,26,Albania,72,74,FC Basel,CDM,67,69,71,66,69,67,71,69,69,71,66,69,64,67,72,67,71,69,69,71,66,69,64,67,72,64
M. Gajos,26,Poland,72,75,Lech PoznaÅ„,CAM,71,64,68,70,71,71,69,64,71,68,70,72,69,71,70,71,69,64,71,68,70,72,69,71,70,69
Markel Bergara,31,Spain,72,72,Getafe CF,CDM,67,74,75,64,71,67,69,74,71,75,64,64,63,63,68,67,69,74,71,75,64,64,63,63,68,63
Douglas Armeira,25,Brazil,72,72,Coritiba Foot Ball Club,RB,63,70,69,64,64,63,71,70,64,69,64,66,63,65,71,63,71,70,64,69,64,66,63,65,71,63
J. Rozalas,33,Chile,72,72,CD Universidad de ConcepciÃ³n,CM,61,69,71,59,67,61,71,69,67,71,59,63,57,59,70,61,71,69,67,71,59,63,57,59,70,57
C. Espinoza,22,Argentina,72,82,Boca Juniors,LM,71,39,48,70,64,71,50,39,64,48,70,71,65,72,54,71,50,39,64,48,70,71,65,72,54,65
Paulo Henrique,28,Brazil,72,72,Akhisar Belediyespor,LW,68,45,49,69,63,68,47,45,63,49,69,67,71,68,50,68,47,45,63,49,69,67,71,68,50,71
L. Reyes,26,Mexico,72,75,Club Atlas,LB,65,66,67,63,66,65,71,66,66,67,63,67,59,65,71,65,71,66,66,67,63,67,59,65,71,59
P. Kone,29,Greece,72,72,AEK Athens,CDM,71,56,60,70,67,71,59,56,67,60,70,69,69,71,61,71,59,56,67,60,70,69,69,71,61,69
R. JÃ©rez,31,Guatemala,72,72,Asociacion Deportivo Cali,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Domingos Duarte,22,Portugal,72,80,Grupo Desportivo de Chaves,CB,45,71,63,46,50,45,63,71,50,63,46,48,49,45,61,45,63,71,50,63,46,48,49,45,61,49
M. Robak,34,Poland,72,72,ÅšlÄ…sk WrocÅ‚aw,ST,65,47,48,68,59,65,45,47,59,48,68,63,71,64,47,65,45,47,59,48,68,63,71,64,47,71
D. Pavelka,26,Czech Republic,72,75,KasimpaÅŸa SK,CM,68,69,71,67,70,68,68,69,70,71,67,68,65,66,69,68,68,69,70,71,67,68,65,66,69,65
I. Bosquedo,29,Chile,72,72,UniÃ³n EspaÃ±ola,CM,63,71,71,62,67,63,71,71,67,71,62,66,61,63,71,63,71,71,67,71,62,66,61,63,71,61
AdriÃ¡n BurnabÃ£o,33,Brazil,72,72,Santos Futebol Clube,CF,71,41,52,69,68,71,48,41,68,52,69,70,64,70,53,71,48,41,68,52,69,70,64,70,53,64
J. FernÃ¡ndez,29,Argentina,72,72,Rosario Central,LB,71,57,63,70,69,71,64,57,69,63,70,71,67,71,66,71,64,57,69,63,70,71,67,71,66,67
L. DesÃ¡bato,38,Argentina,72,72,Estudiantes de La Plata,CB,46,71,65,44,52,46,61,71,52,65,44,45,48,43,58,46,61,71,52,65,44,45,48,43,58,48
D. DueÃ±a,33,Chile,72,72,CD Universidad de ConcepciÃ³n,CM,61,70,71,57,66,61,67,70,66,71,57,60,53,58,67,61,67,70,66,71,57,60,53,58,67,53
P. Gouano,23,France,72,81,Amiens SC Football,CB,47,71,67,44,54,47,65,71,54,67,44,49,44,45,63,47,65,71,54,67,44,49,44,45,63,44
C. DomÃ­nguez,22,Paraguay,72,79,Club AmÃ©rica,RM,71,48,56,70,68,71,54,48,68,56,70,71,68,71,57,71,54,48,68,56,70,71,68,71,57,68
B. Safari,32,Sweden,72,72,MalmÃ¶ FF,CB,64,70,70,62,65,64,71,70,65,70,62,66,59,64,71,64,71,70,65,70,62,66,59,64,71,59
W. Lautoa,29,New Caledonia,72,72,Dijon FCO,CB,53,74,71,50,60,53,69,74,60,71,50,53,50,51,67,53,69,74,60,71,50,53,50,51,67,50
A. Ndour,23,Senegal,72,76,RC Strasbourg,CB,60,70,69,58,63,60,71,70,63,69,58,64,55,61,70,60,71,70,63,69,58,64,55,61,70,55
Kenedy,21,Brazil,72,81,Chelsea,LB,71,55,59,71,67,71,60,55,67,59,71,71,70,71,62,71,60,55,67,59,71,71,70,71,62,70
M. Moralez,30,Argentina,72,72,New York City Football Club,LW,75,55,63,74,71,75,63,55,71,63,74,75,69,75,65,75,63,55,71,63,74,75,69,75,65,69
L. Spalvis,22,Lithuania,72,81,1. FC Kaiserslautern,ST,65,45,48,68,59,65,47,45,59,48,68,64,71,65,49,65,47,45,59,48,68,64,71,65,49,71
G. ÄŒauÅ¡iÄ‡,25,Serbia,72,77,Arsenal Tula,CDM,69,64,69,67,71,69,64,64,71,69,67,68,65,67,66,69,64,64,71,69,67,68,65,67,66,65
A. Collin,31,France,72,72,New York Red Bulls,CB,51,71,66,51,56,51,62,71,56,66,51,52,54,49,60,51,62,71,56,66,51,52,54,49,60,54
Ismael,22,Brazil,72,79,Terek Grozny,CM,71,59,67,68,71,71,63,59,71,67,68,70,61,69,66,71,63,59,71,67,68,70,61,69,66,61
L. BoyÃ©,21,Argentina,72,82,Torino,LW,72,50,54,73,66,72,52,50,66,54,73,71,71,72,55,72,52,50,66,54,73,71,71,72,55,71
S. Griesbeck,26,Germany,72,73,1. FC Heidenheim,CM,58,71,71,57,64,58,68,71,64,71,57,59,56,56,67,58,68,71,64,71,57,59,56,56,67,56
B. Cespeda,29,Chile,72,72,Everton de ViÃ±a del Mar,CAM,67,69,71,65,69,67,70,69,69,71,65,67,62,66,69,67,70,69,69,71,65,67,62,66,69,62
A. Diaby,26,Mali,72,73,Club Brugge KV,RW,70,47,52,71,64,70,55,47,64,52,71,71,71,72,57,70,55,47,64,52,71,71,71,72,57,71
G. Denis,35,Argentina,72,72,Club AtlÃ©tico LanÃºs,ST,64,44,47,66,60,64,43,44,60,47,66,61,71,63,45,64,43,44,60,47,66,61,71,63,45,71
A. Cragno,23,Italy,72,82,Cagliari,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Uche,33,Nigeria,72,72,GimnÃ stic de Tarragona,ST,67,45,48,69,59,67,49,45,59,48,69,67,71,69,51,67,49,45,59,48,69,67,71,69,51,71
R. Ovelar,31,Paraguay,72,72,CPD Junior Barranquilla,ST,69,46,49,70,63,69,46,46,63,49,70,66,71,68,48,69,46,46,63,49,70,66,71,68,48,71
L. JimÃ©nez,28,Colombia,72,73,Club Atlas,CB,55,71,67,56,58,55,67,71,58,67,56,56,59,55,66,55,67,71,58,67,56,56,59,55,66,59
Luciano,24,Brazil,72,77,Panathinaikos FC,CAM,71,47,52,72,65,71,51,47,65,52,72,70,71,71,53,71,51,47,65,52,72,70,71,71,53,71
N. Ã‡Ã¼rÃ¼ksu,32,Turkey,72,72,OsmanlÄ±spor,CB,42,71,62,44,49,42,62,71,49,62,44,43,48,41,58,42,62,71,49,62,44,43,48,41,58,48
J. Gillet,38,Belgium,72,72,Standard de LiÃ¨ge,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. GrÃ¼nwald,28,Austria,72,72,FK Austria Wien,CM,71,62,66,69,70,71,63,62,70,66,69,70,68,69,65,71,63,62,70,66,69,70,68,69,65,68
S. Clucas,26,England,72,74,Swansea City,CDM,70,64,68,69,71,70,68,64,71,68,69,71,67,70,70,70,68,64,71,68,69,71,67,70,70,67
Claiton,32,Brazil,72,72,Cremonese,CB,44,71,64,43,49,44,62,71,49,64,43,44,44,42,58,44,62,71,49,64,43,44,44,42,58,44
J. Lewis,29,England,72,72,Aberdeen,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. de Jong,20,Netherlands,72,82,Ajax,CDM,72,61,67,69,71,72,66,61,71,67,69,72,63,71,68,72,66,61,71,67,69,72,63,71,68,63
G. Ndy Assembe,31,Cameroon,72,72,AS Nancy Lorraine,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Hrgota,24,Sweden,72,78,Eintracht Frankfurt,LM,69,40,46,71,62,69,46,40,62,46,71,68,71,70,49,69,46,40,62,46,71,68,71,70,49,71
F. Ricci,23,Italy,72,80,Genoa,LW,71,50,58,70,66,71,60,50,66,58,70,71,64,72,62,71,60,50,66,58,70,71,64,72,62,64
Castro,22,Spain,72,78,Real Sporting de GijÃ³n,CAM,68,45,49,71,62,68,51,45,62,49,71,68,71,69,53,68,51,45,62,49,71,68,71,69,53,71
G. Espinoza,27,Chile,72,73,Kayserispor,CDM,69,66,70,67,71,69,67,66,71,70,67,69,64,68,68,69,67,66,71,70,67,69,64,68,68,64
R. Labral,29,Chile,72,72,CD Antofagasta,CM,68,69,71,65,70,68,72,69,70,71,65,69,63,68,72,68,72,69,70,71,65,69,63,68,72,63
Nuno Henrique,30,Portugal,72,72,Boavista FC,CB,52,71,64,51,54,52,62,71,54,64,51,50,51,50,60,52,62,71,54,64,51,50,51,50,60,51
J. Mattheij,24,Netherlands,72,75,Excelsior,CB,48,71,66,46,55,48,61,71,55,66,46,47,49,45,59,48,61,71,55,66,46,47,49,45,59,49
I. JimÃ©nez,27,Mexico,72,72,Tigres U.A.N.L.,RB,67,69,70,66,69,67,71,69,69,70,66,68,62,67,71,67,71,69,69,70,66,68,62,67,71,62
Carlos HernÃ¡ndez,26,Spain,72,75,Real Oviedo,CB,52,71,66,51,57,52,64,71,57,66,51,52,54,49,62,52,64,71,57,66,51,52,54,49,62,54
A. PandaÃ±a,33,Chile,72,72,Universidad de Chile,RM,62,74,71,60,65,62,69,74,65,71,60,63,59,60,68,62,69,74,65,71,60,63,59,60,68,59
J. Torres Nilo,29,Mexico,72,72,Tigres U.A.N.L.,LB,60,73,70,60,63,60,71,73,63,70,60,64,60,61,71,60,71,73,63,70,60,64,60,61,71,60
R. MÃ©tanire,27,France,72,73,Stade de Reims,RB,62,69,69,59,65,62,71,69,65,69,59,66,55,62,72,62,71,69,65,69,59,66,55,62,72,55
JoÃ£o Schmidt,24,Brazil,72,78,Atalanta,LB,69,67,69,69,71,69,67,67,71,69,69,68,69,68,67,69,67,67,71,69,69,68,69,68,67,69
F. Barba,23,Italy,72,79,Real Sporting de GijÃ³n,CB,43,71,64,43,49,43,63,71,49,64,43,45,45,43,60,43,63,71,49,64,43,45,45,43,60,45
A. Silva,33,Paraguay,72,72,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Megyeri,27,Hungary,72,74,SpVgg Greuther FÃ¼rth,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Gorodov,31,Russia,72,72,Terek Grozny,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Bong,29,Cameroon,72,72,Brighton & Hove Albion,LB,66,71,72,63,69,66,71,71,69,72,63,67,58,65,72,66,71,71,69,72,63,67,58,65,72,58
E. JakupoviÄ‡,32,Switzerland,72,72,Leicester City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Ardente,35,Argentina,72,72,San MartÃ­n de San Juan,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Shackell,33,England,72,72,Derby County,CB,54,71,67,54,59,54,64,71,59,67,54,55,55,53,63,54,64,71,59,67,54,55,55,53,63,55
D. Andrade,26,Colombia,72,75,Asociacion Deportivo Cali,LB,56,67,67,57,59,56,71,67,59,67,57,64,57,60,71,56,71,67,59,67,57,64,57,60,71,57
L. Tomlin,28,England,72,72,Cardiff City,LM,71,50,56,70,66,71,52,50,66,56,70,68,69,70,55,71,52,50,66,56,70,68,69,70,55,69
D. Kaiser,28,Germany,72,72,RB Leipzig,RM,71,61,68,71,72,71,65,61,72,68,71,71,68,71,68,71,65,61,72,68,71,71,68,71,68,68
I. Parraz,29,Chile,72,72,Universidad de Chile,RM,71,53,60,70,69,71,59,53,69,60,70,71,66,71,61,71,59,53,69,60,70,71,66,71,61,66
D. Stotskiy,27,Russia,72,73,FC Ufa,RWB,70,63,66,69,69,70,70,63,69,66,69,72,67,71,71,70,70,63,69,66,69,72,67,71,71,67
ZÃ© Manuel,26,Portugal,72,72,WisÅ‚a KrakÃ³w,RM,69,41,48,71,63,69,48,41,63,48,71,70,71,70,52,69,48,41,63,48,71,70,71,70,52,71
M. Fenger,26,Denmark,72,74,Hammarby IF,CB,53,71,68,52,58,53,67,71,58,68,52,55,52,52,65,53,67,71,58,68,52,55,52,52,65,52
L. Robles,33,United States,72,72,New York Red Bulls,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
O. HurmacÄ±,30,Turkey,72,72,OsmanlÄ±spor,LM,71,49,56,71,68,71,53,49,68,56,71,71,70,71,56,71,53,49,68,56,71,71,70,71,56,70
G. Shinnie,25,Scotland,72,74,Aberdeen,LB,64,69,71,61,67,64,73,69,67,71,61,67,57,63,73,64,73,69,67,71,61,67,57,63,73,57
N. Onuoha,30,England,72,72,Queens Park Rangers,CB,54,71,65,54,57,54,67,71,57,65,54,58,53,55,66,54,67,71,57,65,54,58,53,55,66,53
B. EcuÃ©lÃ© Manga,28,Gabon,72,72,Cardiff City,CB,47,71,67,45,54,47,66,71,54,67,45,50,46,46,63,47,66,71,54,67,45,50,46,46,63,46
M. Morrison,29,England,72,72,Birmingham City,CB,48,71,67,46,56,48,63,71,56,67,46,48,47,44,60,48,63,71,56,67,46,48,47,44,60,47
Vitolo,33,Spain,72,72,CD Tenerife,CM,64,71,71,62,66,64,70,71,66,71,62,65,61,63,70,64,70,71,66,71,62,65,61,63,70,61
F. Aguilar,24,Colombia,72,81,Atletico Nacional Medellin,CB,51,71,68,50,58,51,64,71,58,68,50,50,53,47,62,51,64,71,58,68,50,50,53,47,62,53
M. Bruno,23,Belgium,72,76,RSC Anderlecht,CAM,71,50,56,71,67,71,56,50,67,56,71,71,68,72,59,71,56,50,67,56,71,71,68,72,59,68
Filipe Ferreira,26,Portugal,72,73,FC PaÃ§os de Ferreira,LB,65,67,68,64,66,65,71,67,66,68,64,68,62,66,71,65,71,67,66,68,64,68,62,66,71,62
Clayton Fildeiras,33,Brazil,72,72,Sociedade Esportiva Palmeiras,CM,71,62,66,71,70,71,63,62,70,66,71,70,69,70,65,71,63,62,70,66,71,70,69,70,65,69
E. Soto,36,Colombia,72,72,CD Once Caldas Manizales,CDM,68,66,70,65,71,68,64,66,71,70,65,66,62,66,66,68,64,66,71,70,65,66,62,66,66,62
Y. Kermorgant,35,France,72,72,Reading,ST,67,61,62,68,67,67,57,61,67,62,68,65,71,65,57,67,57,61,67,62,68,65,71,65,57,71
R. Majewski,30,Poland,72,72,Lech PoznaÅ„,CM,71,55,60,70,68,71,59,55,68,60,70,69,66,70,61,71,59,55,68,60,70,69,66,70,61,66
Lillo,28,Spain,72,72,CA Osasuna,RWB,57,71,69,57,60,57,71,71,60,69,57,61,57,58,71,57,71,71,60,69,57,61,57,58,71,57
C. Wickham,24,England,72,76,Crystal Palace,ST,66,45,48,68,61,66,47,45,61,48,68,66,71,67,49,66,47,45,61,48,68,66,71,67,49,71
Bruno Uvini,26,Brazil,72,73,Al Nassr,CB,49,71,66,49,55,49,60,71,55,66,49,47,51,44,57,49,60,71,55,66,49,47,51,44,57,51
A. RebiÄ‡,23,Croatia,72,77,Eintracht Frankfurt,LW,70,48,52,72,65,70,53,48,65,52,72,71,72,72,56,70,53,48,65,52,72,71,72,72,56,72
K. NÃ©meth,28,Hungary,72,72,New England Revolution,CAM,70,48,53,71,65,70,53,48,65,53,71,70,71,71,55,70,53,48,65,53,71,70,71,71,55,71
K. Dolly,24,South Africa,72,76,Montpellier HÃ©rault SC,LM,72,38,50,70,65,72,49,38,65,50,70,71,63,72,54,72,49,38,65,50,70,71,63,72,54,63
R. Lamah,29,Belgium,72,72,FC Dallas,LW,70,58,60,70,66,70,61,58,66,60,70,71,69,71,63,70,61,58,66,60,70,71,69,71,63,69
Juliano Mascarinhas,33,Brazil,72,72,Botafogo de Futebol e Regatas,CDM,63,69,71,62,67,63,68,69,67,71,62,64,61,62,68,63,68,69,67,71,62,64,61,62,68,61
Y. Andreu,28,France,72,72,Angers SCO,RB,60,70,69,57,64,60,71,70,64,69,57,64,52,61,71,60,71,70,64,69,57,64,52,61,71,52
Elsinho,27,Brazil,72,72,Kawasaki Frontale,RM,69,68,69,70,68,69,71,68,68,69,70,72,68,71,72,69,71,68,68,69,70,72,68,71,72,68
Paulao Junqueiras,29,Brazil,72,72,Santos Futebol Clube,ST,62,43,44,66,56,62,38,43,56,44,66,57,71,60,40,62,38,43,56,44,66,57,71,60,40,71
M. Akanji,21,Switzerland,72,83,FC Basel,CB,54,71,69,51,59,54,66,71,59,69,51,54,52,51,64,54,66,71,59,69,51,54,52,51,64,52
G. Achilier,32,Ecuador,72,72,Monarcas Morelia,CB,42,71,62,41,47,42,64,71,47,62,41,47,42,43,62,42,64,71,47,62,41,47,42,43,62,42
T. Savanier,25,France,72,75,NÃ®mes Olympique,CDM,72,55,64,71,71,72,63,55,71,64,71,72,67,72,65,72,63,55,71,64,71,72,67,72,65,67
Verza,30,Spain,72,72,UD AlmerÃ­a,CM,67,65,71,65,72,67,64,65,72,71,65,65,63,64,66,67,64,65,72,71,65,65,63,64,66,63
N. Mukiele,19,France,72,83,Montpellier HÃ©rault SC,CB,62,70,69,60,64,62,71,70,64,69,60,66,56,63,71,62,71,70,64,69,60,66,56,63,71,56
D. Di Gennaro,29,Italy,72,72,Lazio,CM,72,58,65,70,71,72,62,58,71,65,70,71,66,71,65,72,62,58,71,65,70,71,66,71,65,66
A. Forshaw,25,England,72,74,Middlesbrough,CDM,72,56,65,70,71,72,62,56,71,65,70,71,65,71,65,72,62,56,71,65,70,71,65,71,65,65
W. Camacho,31,Uruguay,72,72,Rosario Central,CAM,72,59,62,72,69,72,61,59,69,62,72,71,71,71,63,72,61,59,69,62,72,71,71,71,63,71
T. Buffel,36,Belgium,72,72,KRC Genk,LM,72,53,61,71,70,72,58,53,70,61,71,71,68,71,62,72,58,53,70,61,71,71,68,71,62,68
Xisco,31,Spain,72,72,CA Osasuna,ST,62,45,45,66,56,62,44,45,56,45,66,62,71,63,46,62,44,45,56,45,66,62,71,63,46,71
Roderick Miranda,26,Portugal,72,75,Wolverhampton Wanderers,CB,50,71,66,50,56,50,64,71,56,66,50,51,53,49,62,50,64,71,56,66,50,51,53,49,62,53
F. Meza,25,Colombia,72,76,Tigres U.A.N.L.,CB,50,71,67,48,55,50,66,71,55,67,48,51,49,48,63,50,66,71,55,67,48,51,49,48,63,49
Philipe Sampaio,22,Brazil,72,79,Terek Grozny,CB,44,71,65,43,52,44,62,71,52,65,43,45,47,42,60,44,62,71,52,65,43,45,47,42,60,47
Marco Baixinho,27,Portugal,72,73,FC PaÃ§os de Ferreira,CDM,50,71,68,49,58,50,63,71,58,68,49,51,50,47,62,50,63,71,58,68,49,51,50,47,62,50
D. Banguero,27,Colombia,72,73,Deportes Tolima,LB,64,69,68,65,65,64,71,69,65,68,65,67,65,66,71,64,71,69,65,68,65,67,65,66,71,65
B. Valdez,24,Paraguay,72,77,Club AmÃ©rica,RB,54,71,66,53,58,54,69,71,58,66,53,57,54,54,68,54,69,71,58,66,53,57,54,54,68,54
Nilsito Vilela,29,Brazil,72,72,Cruzeiro,CAM,68,42,48,70,62,68,48,42,62,48,70,69,71,70,51,68,48,42,62,48,70,69,71,70,51,71
A. Khubulov,26,Russia,72,73,FC Anzhi Makhachkala,LM,70,42,51,69,65,70,49,42,65,51,69,71,66,71,53,70,49,42,65,51,69,71,66,71,53,66
D. Brivio,29,Italy,72,72,Virtus Entella,LB,56,74,69,57,59,56,71,74,59,69,57,58,60,58,70,56,71,74,59,69,57,58,60,58,70,60
A. Morales,27,United States,72,73,FC Ingolstadt 04,CDM,70,68,71,68,71,70,70,68,71,71,68,70,64,68,71,70,70,68,71,71,68,70,64,68,71,64
S. Longo,25,Italy,72,76,CD Tenerife,ST,67,44,47,69,59,67,46,44,59,47,69,66,71,68,49,67,46,44,59,47,69,66,71,68,49,71
C. Pinares,26,Chile,72,73,,CM,71,46,56,70,67,71,54,46,67,56,70,70,67,71,58,71,54,46,67,56,70,70,67,71,58,67
L. Klostermann,21,Germany,72,84,RB Leipzig,RB,60,70,67,60,62,60,71,70,62,67,60,64,58,62,70,60,71,70,62,67,60,64,58,62,70,58
B. Dunavante,29,Chile,72,72,Audax Italiano,CM,71,49,58,68,67,71,57,49,67,58,68,72,61,71,61,71,57,49,67,58,68,72,61,71,61,61
TorrejÃ³n,31,Spain,72,72,1. FC Union Berlin,CB,49,71,66,47,55,49,63,71,55,66,47,49,48,46,61,49,63,71,55,66,47,49,48,46,61,48
N. Leiva,20,Spain,72,81,Real Betis BalompiÃ©,RW,71,38,49,70,65,71,47,38,65,49,70,71,65,72,52,71,47,38,65,49,70,71,65,72,52,65
Zhang Xizhe,26,China PR,72,74,,CM,71,50,59,70,68,71,58,50,68,59,70,71,65,71,61,71,58,50,68,59,70,71,65,71,61,65
JoÃ£o BruiÃ±eira,29,Brazil,72,72,SÃ£o Paulo Futebol Clube,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel da Costa,31,Morocco,72,72,Ä°stanbul BaÅŸakÅŸehir FK,CB,49,71,64,50,54,49,62,71,54,64,50,49,52,47,59,49,62,71,54,64,50,49,52,47,59,52
Crislan,25,Brazil,72,76,Vegalta Sendai,ST,67,47,50,70,60,67,53,47,60,50,70,69,71,70,55,67,53,47,60,50,70,69,71,70,55,71
G. Fofana,24,France,72,78,Amiens SC Football,CM,68,68,71,66,70,68,68,68,70,71,66,68,64,67,69,68,68,68,70,71,66,68,64,67,69,64
M. Goicoechea,29,Uruguay,72,72,Toulouse FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Onomah,20,England,72,86,Aston Villa,CM,71,49,58,69,68,71,55,49,68,58,69,70,65,69,58,71,55,49,68,58,69,70,65,69,58,65
R. Jenssen,29,Norway,72,72,FC Groningen,CDM,70,64,69,68,71,70,67,64,71,69,68,70,66,69,69,70,67,64,71,69,68,70,66,69,69,66
A. PÃ©rez,23,Colombia,72,79,QuerÃ©taro,CB,53,71,66,52,56,53,66,71,56,66,52,56,51,54,65,53,66,71,56,66,52,56,51,54,65,51
Chong Te Se,33,Korea DPR,72,72,Shimizu S-Pulse,ST,68,54,56,69,65,68,53,54,65,56,69,67,71,67,55,68,53,54,65,56,69,67,71,67,55,71
A. Nukan,23,Turkey,72,79,BeÅŸiktaÅŸ JK,CB,53,71,67,52,58,53,63,71,58,67,52,54,54,51,61,53,63,71,58,67,52,54,54,51,61,54
M. Odubajo,23,England,72,79,Hull City,RB,68,70,69,67,67,68,71,70,67,69,67,69,66,68,70,68,71,70,67,69,67,69,66,68,70,66
E. Arango,23,Colombia,72,78,Alianza Petrolera,LM,69,41,48,68,62,69,50,41,62,48,68,71,65,70,54,69,50,41,62,48,68,71,65,70,54,65
R. CasirÃ³n,33,Chile,72,72,Club de Deportes Temuco,CF,71,41,52,69,68,71,48,41,68,52,69,70,64,70,53,71,48,41,68,52,69,70,64,70,53,64
N. Bertolo,31,Argentina,72,72,Banfield,RM,72,49,56,71,68,72,54,49,68,56,71,71,69,72,58,72,54,49,68,56,71,71,69,72,58,69
D. AleksiÄ‡,26,Serbia,72,74,FC St. Gallen,CF,71,49,56,70,67,71,55,49,67,56,70,71,69,71,58,71,55,49,67,56,70,71,69,71,58,69
J. Murillo,21,Venezuela,72,81,KasimpaÅŸa SK,RM,70,36,43,72,60,70,48,36,60,43,72,70,69,72,51,70,48,36,60,43,72,70,69,72,51,69
Y. Bammou,25,Morocco,72,75,FC Nantes,CAM,69,57,60,70,67,69,57,57,67,60,70,69,71,69,59,69,57,57,67,60,70,69,71,69,59,71
F. Lecarnado,33,Chile,72,72,CD Palestino,LM,70,43,52,69,65,70,52,43,65,52,69,71,65,71,56,70,52,43,65,52,69,71,65,71,56,65
D. Kourmpelis,23,Greece,72,77,Panathinaikos FC,CB,62,70,71,60,65,62,70,70,65,71,60,63,57,61,70,62,70,70,65,71,60,63,57,61,70,57
C. McManaman,26,England,72,73,Sunderland,RW,71,39,49,70,63,71,46,39,63,49,70,71,66,72,51,71,46,39,63,49,70,71,66,72,51,66
Moreira,35,Portugal,72,72,Estoril Praia,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Carleto Costinha,25,Brazil,72,72,Clube AtlÃ©tico Paranaense,RM,71,49,57,70,67,71,59,49,67,57,70,72,66,72,61,71,59,49,67,57,70,72,66,72,61,66
O. ÄŒelÅ¯stka,28,Czech Republic,72,72,Antalyaspor,CB,66,74,72,65,68,66,71,74,68,72,65,67,64,66,71,66,71,74,68,72,65,67,64,66,71,64
Rodolfo,34,Brazil,72,72,Terek Grozny,CM,56,71,64,58,58,56,66,71,58,64,58,56,63,57,63,56,66,71,58,64,58,56,63,57,63,63
P. Ãlvarez,33,Argentina,72,72,Club AtlÃ©tico HuracÃ¡n,RB,62,73,72,61,65,62,71,73,65,72,61,63,61,61,70,62,71,73,65,72,61,63,61,61,70,61
G. Boyd,31,Scotland,72,72,Sheffield Wednesday,RM,71,60,66,70,71,71,66,60,71,66,70,71,68,71,68,71,66,60,71,66,70,71,68,71,68,68
